X,Y
10.800000,9.293771
10.885715,9.293771
11.014286,9.367541
11.100000,9.367541
11.442858,9.662623
11.442858,9.699509
11.700001,9.994591
11.700001,10.068361
11.785714,10.142132
11.871428,10.289673
12.000000,10.400329
12.000000,10.437214
12.171429,10.584755
12.128572,10.621640
12.342857,10.806067
12.385715,10.916721
12.471429,10.990492
12.557143,11.138033
12.514286,11.174918
12.642858,11.285574
12.685715,11.359344
12.642858,11.396230
12.771429,11.506886
12.771429,11.580656
12.900001,11.801968
12.900001,11.875738
13.028572,12.097050
13.028572,12.170820
13.114286,12.318361
